Player,Original_Position,AI_Top_Positions,Adaptability_Score
O. Mandanda,GK,"GK, CB, CAM, CDM, CF",1
N. Cameron,CB,"CB, CDM, RB, CF, CM",1
Adrián Rocheira,CDM,"CDM, CB, RB, LB, CM",1
A. Deiola,CM,"CM, CDM, CB, LB, RB",1
M. Evouna,ST,"ST, CB, CAM, CF, CM",1
R. Harper,CM,"CM, CDM, CB, LB, RB",1
A. Kamara,ST,"ST, CB, CAM, CF, CM",1
Song Si Woo,RM,"RM, CAM, LM, CM, LW",0
L. Hägg-Johansson,GK,"GK, CB, CAM, CDM, CF",1
F. Rawson,CB,"CB, CAM, CDM, CF, CM",1
Wanderson,CB,"CB, RB, CAM, CF, CM",1
D. Akpeyi,GK,"GK, CB, CAM, CDM, CF",1
C. Sammon,ST,"ST, CM, CB, RM, LB",1
D. Newton,ST,"ST, RW, CAM, CF, CM",1
R. Williams,CB,"CB, LB, CDM, RB, CAM",1
H. Mendes,RB,"RB, LB, CB, CM, CDM",1
T. Anderson,CB,"CB, CAM, CDM, CF, CM",1
E. Johansen,GK,"GK, CB, CAM, CDM, CF",1
U. Meras,LB,"LB, RB, CDM, CM, CB",1
Jiang Liang,RB,"RB, LB, CB, CDM, CM",0
Z. Erkilinc,LW,"LW, RM, LM, RW, CM",1
D. McMillan,ST,"ST, CB, CAM, CF, CM",1
C. Akas,LB,"LB, RB, CB, CDM, CM",0
Liu Jian,CB,"CB, CDM, CM, LB, RB",1
M. Connolly,CB,"CB, CAM, CDM, CF, CM",1
Jamerson Bahia,LB,"LB, RB, CB, CDM, CAM",1
B. Bronico,CM,"CM, RM, CAM, LM, ST",1
S. Al Qumayzi,RB,"RB, LB, CB, CM, RM",1
M. Palčič,RB,"RB, LB, CM, CB, CDM",1
J. Rhyner,CB,"CB, ST, RB, CF, CM",1
J. Aspropotamitis,CB,"CB, CAM, CDM, CF, CM",1
D. Briceño,CB,"CB, RB, CM, CDM, CF",1
P. Heerwagen,GK,"GK, CB, CAM, CDM, CF",1
O. Sowunmi,CB,"CB, RB, CAM, CF, CM",1
V. Janjetović,GK,"GK, CB, CAM, CDM, CF",1
J. Vidović,CB,"CB, CAM, CDM, CF, CM",1
D. Potts,LB,"LB, RB, CB, CM, CDM",1
A. Vanins,GK,"GK, CB, CAM, CDM, CF",1
D. Delaney,CB,"CB, CDM, RB, CF, CM",1
Zhou Haibin,CDM,"CDM, CM, CB, CAM, RB",1
Hugo Duro,ST,"ST, RM, CAM, CF, CM",1
B. Fernández,ST,"ST, RW, RM, LM, CDM",1
L. Miller,ST,"ST, CM, CAM, RW, CF",1
S. Demhasaj,ST,"ST, LM, CF, RB, CDM",1
S. Matuszek,CDM,"CDM, CB, LB, CM, RB",1
L. McGee,GK,"GK, CB, CAM, CDM, CF",1
J. Hamilton,GK,"GK, CB, CAM, CDM, CF",1
P. Camara,GK,"GK, CB, CAM, CDM, CF",1
J. Augustinsson,LB,"LB, RB, LM, CB, LWB",1
G. Zajkov,CB,"CB, CAM, CDM, CF, CM",1
D. Massey,LB,"LB, RB, CDM, CB, CM",0
Valery,LM,"LM, RM, CAM, RW, LW",1
Mika,LW,"LW, ST, RM, RW, LM",1
V. Screciu,CDM,"CB, CDM, LB, RB, CM",0
G. Mebrahtu,ST,"ST, LW, CAM, RM, RW",1
Lucas Ribeiro,CB,"CB, CDM, CM, RB, LB",1
K. Walker,CM,"CM, CDM, LB, RB, LM",1
M. Vitale,CM,"CM, LB, RB, LM, CAM",1
A. Mucolli,CM,"CM, CAM, LM, RM, RW",1
L. Mai,CB,"CB, CAM, CDM, CF, CM",1
J. Chancellor,CB,"CB, RB, CAM, CF, CM",1
J. García,ST,"ST, LM, RM, LW, RW",1
F. Affolter,CB,"CB, CDM, LB, RB, CAM",1
M. Ngombo,ST,"ST, RW, RM, CF, CAM",1
J. Maurer,GK,"GK, CAM, CB, CDM, CF",1
U. Saltnes,CM,"CM, LB, RB, CDM, CAM",1
A. Camigliano,CB,"CB, CDM, CAM, CF, CM",1
C. Álvarez,CAM,"CM, LB, LM, RM, CAM",0
P. Schmidt,ST,"ST, CB, CAM, CF, CM",1
R. Sweeney,CB,"CB, LB, CAM, CDM, CF",1
S. Davies,ST,"ST, LM, CAM, RM, CF",1
M. Hansson,CB,"CB, CDM, CM, RB, LB",0
D. Cornelius,CB,"CB, CAM, CDM, CF, CM",1
C. Davies,ST,"ST, LW, CAM, CF, CM",1
G. Rivas,CM,"CM, CAM, CDM, LM, RM",1
Steven Prieto,ST,"ST, CB, CAM, CF, CM",1
V. Milke,CB,"CB, CM, RB, CDM, LB",1
C. Tilt,CB,"CB, CAM, CDM, CF, CM",1
S. Neville,RB,"CB, RB, LB, CM, CDM",0
G. Kongshavn,GK,"GK, CB, CAM, CDM, CF",1
R. Bowman,ST,"ST, CB, CAM, CF, CM",1
M. Heinloth,RB,"RB, LB, CB, CDM, CM",0
J. Aguirre,CB,"CB, LB, RB, CDM, CM",1
Hong Jeong Un,CB,"CB, CDM, CM, LB, ST",1
P. Ceccaroni,CB,"CB, RB, LB, CDM, CAM",1
J. Aigner,ST,"ST, CM, CB, CDM, CF",1
Z. Ounalli,LM,"RM, ST, LW, LM, CAM",0
H. Weigelt,CB,"CB, CAM, CDM, CF, CM",1
M. Pedersen,CB,"CB, CDM, RB, CM, LB",1
T. Amang,ST,"ST, LM, CAM, LW, RM",1
B. Hamill,CB,"CB, LB, RB, CDM, CAM",1
J. García,CB,"CB, CAM, CDM, CF, CM",1
M. Ferrier,ST,"ST, RM, CAM, CF, CM",1
Bruno Silva,LB,"LB, RB, CDM, CM, CB",1
N. Knight-Percival,CB,"CB, CAM, CDM, CF, CM",1
L. Gonnelli,CB,"CB, CAM, CDM, CF, CM",1
R. Moreira,CB,"CB, CAM, CDM, CF, CM",1
G. Álvarez,ST,"ST, CB, CAM, CF, CM",1
Romera,RB,"RB, LB, CDM, CB, CM",1
Eric García,CB,"CB, CM, LB, CDM, RB",1
M. Cebula,LM,"LM, CM, RB, LB, ST",0
O. Ademi,ST,"ST, CF, CB, CDM, CM",1
Lee Dong Su,CM,"CM, CDM, CB, RB, LB",1
A. Zamora,CB,"CB, CDM, CM, RB, LB",0
R. Iio,RM,"RM, CM, CAM, LM, ST",0
I. Çipe,GK,"GK, CB, CAM, CDM, CF",1
R. Pietrzak,LB,"LB, RB, CM, LM, CB",1
S. Mamba,ST,"ST, LM, LW, CF, CAM",1
P. Schmidt,ST,"ST, CF, CB, CDM, CM",1
Joaninho Chagas,CAM,"CAM, CM, CDM, RM, RW",1
M. Harriman,RB,"RB, LB, RM, LM, CM",1
S. Svarnas,CB,"CB, RB, LB, CDM, CF",1
R. Hardie,ST,"ST, RM, CAM, RW, LM",1
Kiki,LB,"LB, CM, RB, CDM, CAM",1
J. Méndez,CDM,"CB, CM, CDM, LB, RB",0
D. Frieser,RM,"RM, CM, LM, ST, CAM",1
A. Pierre,CB,"CB, CAM, CDM, CF, CM",1
Cidinho,CAM,"CAM, RM, LM, ST, RW",0
J. Arvidsson,LB,"LB, RB, CM, CDM, CB",1
André Sousa,LB,"LB, RB, CM, LWB, CDM",1
R. Mmaee,ST,"ST, RM, LW, CF, CAM",1
H. Sulaimani,LB,"LB, CM, CDM, RB, CB",1
J. Szmatuła,GK,"GK, CB, CAM, CDM, CF",1
P. Sweeney,RB,"RB, LB, CB, CM, CDM",1
A. Fukuta,CM,"CM, LB, RB, LM, CDM",1
S. Al Ghannam,RB,"RB, LB, CDM, RM, LWB",1
Zhu Jianrong,ST,"ST, RM, CAM, LW, LM",1
P. Staikos,CDM,"CDM, CM, CB, LB, RB",1
Claudio Mouria,CAM,"CAM, ST, RM, RW, LM",1
B. Rowe,GK,"GK, CB, CAM, CDM, CF",1
C. Reilly,CM,"CM, LB, CDM, CB, RB",1
T. Gebauer,GK,"GK, CB, CAM, CDM, CF",1
T. Berni,GK,"GK, CB, CAM, CDM, CF",1
B. Bellot,GK,"GK, CB, CAM, CDM, CF",1
C. Thompson,CM,"CM, RB, CDM, RM, LWB",1
A. Seck,CB,"CB, CDM, CM, RB, CAM",1
S. Meusburger,CB,"CB, CDM, LB, RB, CAM",1
J. Colman,CAM,"CAM, RM, LW, LM, RW",1
A. Obispo,CB,"CB, CM, CDM, ST, RB",1
J. Martínez,GK,"GK, CB, CAM, CDM, CF",1
Y. Andia,CM,"CM, LB, RB, CDM, CB",1
F. Alastra,GK,"GK, CB, CAM, CDM, CF",1
S. Sosa,CDM,"CM, CDM, CB, LB, RB",0
B. Stokke,ST,"ST, LM, RM, CF, CAM",1
F. Björkén,RB,"RB, LB, CM, CDM, LM",0
M. Andersen,CM,"CM, RWB, CDM, CAM, RW",1
S. Coulibaly,CB,"CB, CAM, CDM, CF, CM",1
L. Leahy,LB,"LB, RB, CM, CDM, LWB",1
X. Tomas,CB,"CB, RB, CAM, CF, CM",1
J. Obrian,RM,"RM, ST, LM, CAM, LW",1
E. Pereyra,LB,"LB, RB, CDM, CB, CAM",1
E. Huth,ST,"ST, CB, CAM, CF, CM",1
S. Surridge,ST,"ST, RW, CAM, CF, CM",1
D. Islamovic,ST,"ST, RM, CAM, RW, LM",1
Cho Soo Hyuk,GK,"GK, CB, CAM, CDM, CF",1
I. González,LM,"LM, CAM, RM, LW, ST",1
K. Oiwa,CB,"CB, LB, RB, CDM, CAM",1
D. Bertaud,GK,"GK, CB, CAM, CDM, CF",1
M. Torres,CB,"CB, LB, RB, CM, CDM",1
R. Kiernan,CB,"CB, CDM, CAM, CF, CM",1
E. Oti Essigba,LW,"LW, ST, RM, LM, CAM",1
J. Teunckens,GK,"GK, CB, CAM, CDM, CF",1
A. Dobos,RW,"RW, CAM, ST, LM, LW",1
T. Pope,ST,"ST, CB, CM, LB, CDM",1
K. Enghardt,CB,"CB, CDM, LB, CM, RB",1
Y. Hiraoka,CB,"CB, LB, CAM, CDM, CF",1
F. Al Masrahi,GK,"GK, CB, CAM, CDM, CF",1
M. Matras,CDM,"CDM, CB, CAM, CF, CM",1
V. Bergan,CB,"CB, CAM, CDM, CF, CM",1
D. Cáceres,LB,"LB, RB, CB, CDM, CF",1
M. Rahn,CB,"CB, CAM, CDM, CF, CM",1
L. Bogdan,CB,"CB, CAM, CDM, CF, CM",1
F. Okenabirhie,ST,"ST, LM, RM, LW, RW",1
Yang Jun A,CB,"CB, LB, CDM, RB, CM",0
A. Thompson,CB,"CB, LB, RB, CDM, CAM",1
M. Álvarez,GK,"GK, CB, CAM, CDM, CF",1
M. Eisa,ST,"ST, LM, CAM, CF, CM",1
D. Van den Buijs,CB,"CB, RB, LB, CDM, CAM",1
O. Hadžikić,GK,"GK, CB, CAM, CDM, CF",1
H. Memolla,LB,"LB, CB, RB, CM, CDM",1
S. Al Rubaie,CB,"CB, RB, CAM, CF, CM",1
K. Osorio,CM,"CM, ST, CAM, LM, RM",1
P. Parzyszek,ST,"ST, LM, RW, CF, CAM",1
G. Wüthrich,CB,"CB, CAM, CDM, CF, CM",1
N. Ansell,CB,"CB, RB, CAM, CF, CM",1
Caíque,ST,"ST, LM, RM, RW, CAM",1
K. Michalak,RM,"RM, LM, CM, RW, CAM",1
S. Ringstad,LB,"LB, RB, CM, CDM, CB",0
M. McKay,CDM,"CM, CDM, LB, RM, LM",1
G. Nepomuceno,LM,"ST, RM, LW, LM, CAM",0
A. Dercho,LB,"LB, RB, CM, CDM, CB",1
T. Albutat,CDM,"CDM, CM, CB, LB, RB",1
Felipe,RB,"RB, LB, CDM, CM, CB",1
H. Opdal,GK,"GK, CB, CAM, CDM, CF",1
L. Mosquera,LB,"LB, RB, CM, CDM, RM",1
R. Zelaya,ST,"ST, RM, CM, LM, CDM",1
F. Kent,CB,"CB, RB, CDM, LB, CM",1
F. Dick,RB,"RB, LB, CB, CM, CDM",1
L. Justiniano,CDM,"CB, CDM, LB, RB, CM",0
A. Erceg,ST,"ST, CF, CAM, LM, CM",1
Park Dae Han,LB,"LB, RB, RWB, CDM, CF",1
N. Avellaneda,GK,"GK, CB, CAM, CDM, CF",1
J. Lopy,CM,"CM, CDM, CB, RB, LB",1
M. Dube,RB,"RB, LB, CB, CDM, CM",1
Javi Jiménez,CB,"CB, CDM, LB, RB, CM",1
A. O'Neill,CM,"CM, LM, RB, RM, ST",1
Fernando,GK,"GK, CB, CAM, CDM, CF",1
C. Trueman,GK,"GK, CB, CAM, CDM, CF",1
Iván Márquez,CB,"CB, LB, RB, CDM, CF",1
J. Caenepeel,RM,"RM, ST, LM, LW, RW",1
U. Nayir,ST,"ST, RM, CAM, CF, CM",1
S. Mrowca,CDM,"LB, CM, RB, CDM, CB",0
J. Clark,RM,"RM, LM, CM, ST, RB",1
E. Birniçan,GK,"GK, CB, CAM, CDM, CF",1
F. Viáfara,RB,"RB, LB, CDM, LWB, CM",1
C. Mancilla,CB,"CB, LB, CDM, CM, CAM",1
M. Hernandez,LB,"LB, RB, CB, CM, CDM",1
J. Dalé,ST,"ST, LM, CAM, CF, CM",1
D. Bouzanis,GK,"GK, CB, CAM, CDM, CF",1
Fan Yunlong,CM,"CM, LB, CAM, RM, LM",1
K. Haraldseid,RB,"RB, LB, CM, LWB, LM",1
Berrocal,CB,"CB, RB, CDM, ST, LB",1
C. Jakobsen,LM,"LM, ST, RM, LW, CAM",1
F. Mendy,CB,"CB, CAM, CDM, CF, CM",1
C. Long,ST,"ST, CB, CAM, CF, CM",1
Urko Vera,ST,"ST, LW, CM, CDM, CF",1
B. Tsonev,CAM,"CM, CAM, RM, LM, RW",0
Luquinhas,LW,"LW, RM, LM, RW, ST",1
M. Erb,CB,"CB, LB, CDM, CM, RB",1
C. Benavídez,CDM,"CDM, CB, CM, LB, RB",1
A. Cistana,CB,"RB, LB, CB, CDM, CM",0
G. Perea,CB,"CB, CDM, LB, RB, CM",1
Jorge Cuenca,CB,"CB, CDM, CM, CAM, CF",1
B. Mason,LB,"LB, RB, LM, LWB, CDM",1
F. Rodríguez,LB,"LB, RB, CB, CM, CDM",1
Y. Barnawi,RB,"RB, LB, CB, CM, CDM",1
N. Kuipers,CB,"CB, CAM, CDM, CF, CM",1
A. Cairns,GK,"GK, CB, CAM, CDM, CF",1
L. Giovini,GK,"GK, CB, CAM, CDM, CF",1
V. Damascan,ST,"ST, LM, CF, RM, CDM",1
S. Kroll,GK,"GK, CB, CAM, CDM, CF",1
J. Bree,RB,"RB, LB, CB, CDM, CM",1
S. Calvano,CM,"CM, CAM, LM, RM, ST",1
T. Mickel,GK,"GK, CB, CAM, CDM, CF",1
Y. Amankwah,CB,"CB, CDM, LB, ST, RB",1
R. Amin,CM,"CM, CDM, CAM, CB, RWB",1
K. Veendorp,CB,"CB, CDM, CM, LB, CAM",1
Z. Ismail,RM,"RM, ST, LW, RW, LM",1
Kweon Han Jin,CB,"CB, RB, CAM, CF, CM",1
A. Olliero,GK,"GK, CB, CAM, CDM, CF",1
S. Daham,CM,"CM, CDM, CAM, RM, LM",1
J. Duncan,GK,"GK, CB, CAM, CDM, CF",1
D. Ojeda,CB,"CB, CAM, CDM, CF, CM",1
A. Crognale,CB,"CB, CAM, CDM, CF, CM",1
A. Ciranni,RB,"RB, LB, CM, LM, LWB",1
M. Lundemo,CM,"CM, CDM, CAM, CB, LB",1
J. Ayala,GK,"GK, CB, CAM, CDM, CF",1
A. Abdu Jaber,ST,"ST, RM, CF, CDM, CM",1
R. Janssen,LB,"LB, CB, RB, CM, CDM",1
K. Matsubara,LB,"RB, LB, CM, LWB, CB",0
Liu Dianzuo,GK,"GK, CB, CAM, CDM, CF",1
A. Gaich,ST,"ST, CB, CAM, CF, CM",1
J. Pendant,LB,"LB, RB, CDM, CB, CAM",1
Ángel Galván,GK,"GK, CB, CAM, CDM, CF",1
M. Belkhiter,RB,"RB, LB, CM, LWB, RM",1
D. Volkmer,CB,"CB, CAM, CDM, CF, CM",1
F. Kath,LM,"LM, ST, RM, RW, CAM",0
J. Willis,CB,"CB, LB, RB, CM, CDM",1
H. Matthys,CB,"CB, CM, CDM, RB, LB",1
L. James,CM,"CM, RM, LB, LM, CDM",1
P. Jaquez,CB,"CB, RB, CDM, CF, CM",1
J. Washausen,CDM,"CDM, CB, CM, LB, CAM",1
O. Gnjatić,CDM,"CDM, CB, LB, CM, RB",1
J. Brown,LB,"LB, RB, CM, LWB, CB",1
J. Dacosta,RB,"RB, LB, CDM, CB, CAM",1
M. Di Gennaro,CB,"CB, CAM, CDM, CF, CM",1
C. Irwin,GK,"GK, CB, CAM, CDM, CF",1
C. Ekuban,ST,"ST, CB, CAM, CF, CM",1
L. Kelly,GK,"GK, CB, CAM, CDM, CF",1
Ka Sol Heon,CB,"CB, CAM, CDM, CF, CM",1
P. Sontheimer,CM,"CM, CDM, RB, LM, CAM",1
Moon Chang Jin,CM,"CM, CAM, LM, RM, ST",1
G. Whyte,RM,"RM, LM, RW, LW, CAM",1
M. de Fockert,GK,"GK, CB, CAM, CDM, CF",1
J. Contreras,GK,"GK, CB, CAM, CDM, CF",1
S. Reese,CB,"CB, CAM, CDM, CF, CM",1
R. Janicki,CB,"CB, LB, CDM, CAM, CF",1
G. Gigliotti,CB,"CB, LB, RB, CM, CDM",1
E. Oelschlägel,GK,"GK, CB, CAM, CDM, CF",1
B. Cargill,CB,"CB, LB, CDM, RB, CAM",1
C. Jopia,LB,"LB, RB, CM, CDM, CB",0
A. Tshibola,CM,"CM, CDM, LB, RB, CB",1
B. Pringle,LM,"LM, RM, CM, CAM, ST",1
G. Zakuani,CB,"CB, CDM, GK, ST, CAM",1
K. Jackson,ST,"ST, RM, RW, CF, CAM",1
D. Tadić,ST,"ST, CAM, CB, CF, CM",1
A. Syhre,CB,"CB, CAM, CDM, CF, CM",1
S. Marzo,RB,"RB, LB, CB, CDM, CM",1
C. Gutiérrez,LB,"LB, RB, CDM, RWB, CM",1
S. Mölders,ST,"ST, CB, CAM, CF, CM",1
A. Raineau,LB,"LB, RB, CB, CM, CDM",1
Hu Jinghang,ST,"ST, CF, LM, RW, RM",1
Marcelo Vildeia,ST,"ST, LM, RM, LW, CAM",1
J. Borring,LM,"LM, ST, CAM, RM, CM",1
A. Kofler,GK,"GK, CB, CAM, CDM, CF",1
D. Čotra,LB,"LB, CB, RB, CDM, CAM",1
D. Andrew,LB,"LB, RB, CM, CDM, CB",1
N. Sawai,LM,"CAM, LM, RM, LW, RW",0
J. Słowik,GK,"GK, CB, CAM, CDM, CF",1
K. Boto,LB,"LB, RB, CB, CM, CDM",0
E. Ward,CB,"CB, CDM, CAM, CF, CM",1
N. Brock-Madsen,ST,"ST, RM, CDM, LM, CF",1
Marlon Rangel,CB,"CB, CAM, CDM, CF, CM",1
D. Boldor,CB,"CB, CDM, CAM, CF, CM",1
C. Starfelt,CB,"CB, LB, CAM, CDM, CF",1
V. Supriaga,ST,"ST, RM, LM, CF, CAM",1
R. Reid,ST,"ST, CF, CB, CDM, CM",1
L. Roberts,GK,"GK, CB, CAM, CDM, CF",1
E. Borja,ST,"ST, CB, CAM, CF, CM",1
A. Gerrard,CB,"CB, RB, CAM, CF, CM",1
R. Dadashov,ST,"ST, CB, CAM, CF, CM",1
R. Prieto,CAM,"CAM, LM, RM, RW, LW",1
Chumi,CB,"CB, CDM, CM, LB, RB",1
W. Golla,CB,"CB, CDM, CM, LB, RB",1
R. Faivre,CM,"CM, CDM, LB, RM, CB",1
D. Sosa,LB,"LB, RB, CM, CDM, CB",1
N. Crovetto,LB,"LB, RB, CDM, CM, CB",0
J. Beckford,ST,"ST, CF, CB, CDM, CM",1
L. Nielsen,CB,"CB, RB, CAM, CF, CM",1
E. Chaux,GK,"GK, CB, CAM, CDM, CF",1
M. Košťál,LM,"LM, CAM, RM, RW, LW",1
J. Kempin,GK,"GK, CB, CAM, CDM, CF",1
D. Bassi,GK,"GK, CB, CAM, CDM, CF",1
M. Caranta,GK,"GK, CB, CAM, CDM, CF",1
Kwak Hae Seong,RB,"RB, LB, CM, CB, CDM",1
S. Brown,GK,"GK, CB, CAM, CDM, CF",1
L. Jensen,RM,"RM, LM, RW, LW, ST",1
C. Nelson,CB,"CB, LB, RB, CDM, CM",1
Q. Lecoeuche,LB,"LB, RB, CM, LM, LWB",0
H. Al Raheb,ST,"ST, LM, CF, LW, RM",1
Lei Tenglong,CB,"CB, LB, CAM, CDM, CF",1
G. Compagnucci,RM,"RM, LM, CAM, LW, RW",1
M. Blázquez,CB,"CB, RB, CAM, CF, CM",1
Y. Otubanjo,ST,"ST, RM, LM, LW, CM",1
A. Figueroa,CB,"CB, CAM, CDM, CF, CM",1
D. O'Dea,CB,"CB, CDM, CAM, CF, CM",1
Lee Ji Nam,CB,"CB, CDM, CM, LB, RB",1
J. Vickers,GK,"GK, CB, CAM, CDM, CF",1
S. Zwierschitz,RB,"RB, LB, CB, CDM, CM",1
N. Gulan,LB,"LB, RB, CM, CB, CDM",1
T. Moore,RB,"RB, LB, LM, LWB, CDM",1
A. Walongwa,CB,"CB, ST, CAM, CF, CM",1
G. Rehak,GK,"GK, CB, CAM, CDM, CF",1
V. Demidov,CB,"CB, CDM, CM, LB, CAM",1
C. Cambon,CB,"CB, CDM, CM, LB, RB",1
Ronan,ST,"ST, LW, CAM, CF, CM",1
F. Flórez,CDM,"CDM, CM, RB, LB, CB",1
J. Phojo,RB,"RB, LB, CM, RM, CDM",1
C. Curran,ST,"ST, LM, CAM, LW, RM",1
M. Caufriez,CB,"CB, CAM, CDM, CF, CM",1
Luis Ruiz,LB,"LB, RB, CB, CDM, CF",1
T. James,RB,"RB, LB, CM, CDM, CB",1
K. van Veen,ST,"ST, CB, CAM, CF, CM",1
G. Castillejos,ST,"ST, CB, CAM, CF, CM",1
L. Frecklington,CM,"CM, RM, LM, LB, ST",1
J. Duque,LB,"LB, RB, CM, CB, CDM",1
M. Udol,LB,"LB, RB, CB, CM, CDM",1
C. Elder,LB,"LB, RB, CB, CM, CDM",1
Bruno Gomes,ST,"ST, CAM, RM, CF, CM",1
R. Tarifeño,ST,"ST, LM, CAM, RM, LW",1
T. McMahon,RB,"RB, LB, CDM, CB, CM",1
T. Öztürk,CDM,"CDM, CB, RB, CF, CM",1
D. McCrory,LB,"LB, CB, RB, CDM, ST",1
M. Fallatah,ST,"ST, LW, CM, LM, RW",1
F. Moufi,RB,"RB, LB, CDM, LM, CB",1
A. Al Zaqan,RM,"ST, RM, LM, LW, CAM",1
F. Kippe,CB,"CB, CDM, ST, CF, CM",1
R. Eckardt,CM,"CM, RM, CAM, LM, RW",1
Pol Valentín,RB,"RB, LB, CB, CM, CDM",1
M. Röser,LM,"LM, RM, CAM, LW, ST",1
J. Petriccione,CM,"CM, LB, CDM, LM, CB",1
Han Ui Kwon,LW,"LW, LM, CM, RM, CAM",0
J. Stockley,ST,"ST, CB, CAM, CF, CM",1
Y. Bourhane,CDM,"CDM, CB, CM, LB, RB",1
S. Silva,ST,"ST, RM, CAM, LM, LW",1
E. Pernía,ST,"ST, CB, CAM, CF, CM",1
D. Torres,LB,"LB, RB, CM, CB, CDM",1
T. Al Absi,CB,"CB, RB, CDM, CF, CM",1
Lee Ki Je,LM,"LM, LB, RB, CM, RWB",0
B. Easton,LB,"LB, CB, RB, CDM, CAM",1
O. Mares,LB,"LB, RB, CM, CDM, LM",1
T. Rodríguez,RM,"RM, LM, CM, CAM, ST",1
B. Figueroa,LM,"LM, ST, RM, CAM, LW",1
M. Amini,CM,"CM, CDM, RM, RB, RWB",1
A. Ralston,RB,"RB, LB, CB, LWB, ST",1
E. Serje,CDM,"CDM, CM, RB, LB, CB",1
J. Mellis,CM,"CM, CDM, CAM, ST, RB",1
K. Gehring,CB,"CB, CAM, CDM, CF, CM",1
D. Petković,GK,"GK, CB, CAM, CDM, CF",1
K. Chiba,CB,"CB, CDM, LB, RB, CAM",1
S. Ichazo,GK,"GK, CB, CAM, CDM, CF",1
P. Drewes,GK,"GK, CB, CAM, CDM, CF",1
J. Hingert,RB,"RB, LB, CDM, CM, CB",1
A. Hinestroza,CDM,"CB, CDM, CM, LB, RB",0
E. Tønne,LW,"LW, LB, RB, CM, RM",1
Vítor Tormena,RB,"CB, LB, RB, CM, CDM",1
R. Ramírez,CB,"CB, CDM, LB, CAM, CF",1
G. Koyalipou,RM,"ST, CAM, LM, RW, LW",1
J. Donachie,CB,"CB, CAM, CDM, CF, CM",1
Y. Marillat,GK,"GK, CB, CAM, CDM, CF",1
Sidnei Dalmeira,CB,"CB, CDM, LB, CM, RB",1
C. Diedhiou,CB,"CB, CAM, CDM, CF, CM",1
Patrick,ST,"ST, CF, CAM, LM, CM",1
S. Walker,GK,"GK, CB, CAM, CDM, CF",1
G. Allison,GK,"GK, CB, CAM, CDM, CF",1
O. Clarke,CM,"CM, CDM, LB, CB, CAM",1
E. Markkanen,ST,"ST, CB, CAM, CF, CM",1
B. Mbeumo,RM,"RM, LM, LW, RW, ST",1
P. Bochniewicz,CB,"CB, CAM, CDM, CF, CM",1
S. Niakaté,CB,"CB, LB, CAM, CDM, CF",1
T. Dekker,RB,"RB, LB, CDM, CM, CB",1
Zhang Lie,GK,"GK, CB, CAM, CDM, CF",1
S. Brandstetter,ST,"ST, CB, CAM, CF, CM",1
D. Merelli,GK,"GK, CB, CAM, CDM, CF",1
S. Sané,ST,"ST, CB, CAM, CF, CM",1
J. Lauridsen,LB,"LB, CM, RB, RM, CDM",1
Fran García,LB,"LB, RB, CDM, CB, CF",1
A. Keita,GK,"GK, CB, CAM, CDM, CF",1
D. Murillo,RB,"RB, LB, CM, LM, LWB",0
N. Guerra,ST,"ST, LM, RM, CF, CAM",1
V. Morales,CB,"CB, CDM, RB, LB, CM",1
P. Tomasik,LB,"LB, RB, CM, CDM, CB",1
K. Davis,ST,"ST, RM, CM, LW, LM",1
C. Woodrow,ST,"ST, CB, CAM, CF, CM",1
O. Solet,CB,"CB, CDM, CM, RB, CAM",1
J. Hamilton,ST,"ST, GK, CB, CDM, CF",1
K. Sharahili,GK,"GK, CB, CAM, CDM, CF",1
J. Steer,GK,"GK, CB, CAM, CDM, CF",1
Nanu,RB,"RB, LB, CM, RM, LWB",1
Paulito Zanon,CDM,"CDM, CB, CAM, CF, CM",1
A. Jackson-Hamel,ST,"ST, RW, CAM, CF, CM",1
E. Pimentel,CB,"CB, CDM, RB, CF, CM",1
A. Cicâldău,CM,"CM, CDM, RB, LB, CB",1
M. Pepić,CM,"CM, RM, LB, RB, ST",1
J. Cullen,CM,"CM, CDM, CAM, RB, CB",1
Park Gi Dong,ST,"ST, CB, CAM, CF, CM",1
R. Laursen,RWB,"RB, LB, CM, CB, CDM",0
L. Daniels,GK,"GK, CB, CAM, CDM, CF",1
O. Stijepović,LW,"LW, CAM, CM, LM, RW",1
R. Guerra,CDM,"CM, CDM, CB, CAM, RB",0
Lucas França,GK,"GK, CB, CAM, CDM, CF",1
Carlos Blanco,CB,"CB, CDM, RB, CF, CM",1
J. Kerr,CB,"CB, CDM, CM, LB, RB",1
E. Demirović,ST,"ST, LM, CAM, CF, CM",1
J. Leutwiler,GK,"GK, CB, CAM, CDM, CF",1
M. Almebäck,CB,"CB, RB, CDM, CF, CM",1
S. Avellaneda,GK,"GK, CB, CAM, CDM, CF",1
G. Abderrazzak,LB,"LB, RB, LM, CM, CB",1
B. Allain,GK,"GK, CB, CAM, CDM, CF",1
T. Knoflach,GK,"GK, CB, CAM, CDM, CF",1
A. Otero,GK,"GK, CB, CAM, CDM, CF",1
S. Méndez,CDM,"LB, CM, CDM, RB, CB",0
I. Durmuş,LM,"LM, CM, RM, CAM, LW",1
A. Gersbach,LB,"LB, RB, CDM, CM, CB",1
J. Faucher,ST,"ST, LW, CAM, CF, CM",1
G. Marinelli,GK,"GK, CB, CAM, CDM, CF",1
